Cobalamin (Cbl, vitamin B12) transport and metabolism	Transport of RCbl within the body
Cobalamin (Cbl, vitamin B12) transport and metabolism	Cobalamin (Cbl) metabolism
Nicotinate metabolism	Nicotinamide salvaging
Metabolism of water-soluble vitamins and cofactors	Cobalamin (Cbl, vitamin B12) transport and metabolism
Metabolism of water-soluble vitamins and cofactors	Metabolism of folate and pterines
Metabolism of water-soluble vitamins and cofactors	Biotin transport and metabolism
Metabolism of water-soluble vitamins and cofactors	Nicotinate metabolism
Metabolism of water-soluble vitamins and cofactors	Vitamin B1 (thiamin) metabolism
Metabolism of water-soluble vitamins and cofactors	Vitamin C (ascorbate) metabolism
Metabolism of water-soluble vitamins and cofactors	Vitamin B2 (riboflavin) metabolism
Metabolism of water-soluble vitamins and cofactors	Vitamin B5 (pantothenate) metabolism
Metabolism of water-soluble vitamins and cofactors	Molybdenum cofactor biosynthesis
Metabolism of water-soluble vitamins and cofactors	Vitamin B6 activation to pyridoxal phosphate
Metabolism of vitamins and cofactors	Metabolism of water-soluble vitamins and cofactors
Metabolism of vitamins and cofactors	Metabolism of fat-soluble vitamins
Metabolism of vitamins and cofactors	Metabolism of cofactors
Signaling by NOTCH1	NOTCH1 Intracellular Domain Regulates Transcription
Signaling by NOTCH1	Activated NOTCH1 Transmits Signal to the Nucleus
Signaling by NOTCH2	NOTCH2 intracellular domain regulates transcription
Signaling by NOTCH2	NOTCH2 Activation and Transmission of Signal to the Nucleus
Nuclear Events (kinase and transcription factor activation)	ERK/MAPK targets
Nuclear Events (kinase and transcription factor activation)	CREB phosphorylation
Nuclear Events (kinase and transcription factor activation)	NGF-stimulated transcription
ERK/MAPK targets	ERKs are inactivated
Vitamin B5 (pantothenate) metabolism	Coenzyme A biosynthesis
Negative regulation of the PI3K/AKT network	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
ER to Golgi Anterograde Transport	COPII-mediated vesicle transport
ER to Golgi Anterograde Transport	Cargo concentration in the ER
ER to Golgi Anterograde Transport	COPI-mediated anterograde transport
Membrane Trafficking	Translocation of SLC2A4 (GLUT4) to the plasma membrane
Membrane Trafficking	Gap junction trafficking and regulation
Membrane Trafficking	ER to Golgi Anterograde Transport
Membrane Trafficking	trans-Golgi Network Vesicle Budding
Membrane Trafficking	Intra-Golgi and retrograde Golgi-to-ER traffic
Membrane Trafficking	Clathrin-mediated endocytosis
Membrane Trafficking	Rab regulation of trafficking
Membrane Trafficking	Endosomal Sorting Complex Required For Transport (ESCRT)
trans-Golgi Network Vesicle Budding	Lysosome Vesicle Biogenesis
trans-Golgi Network Vesicle Budding	Golgi Associated Vesicle Biogenesis
Signaling by ALK	STAT3 nuclear events downstream of ALK signaling
Signaling by ALK	MDK and PTN in ALK signaling
TCF dependent signaling in response to WNT	WNT mediated activation of DVL
TCF dependent signaling in response to WNT	Formation of the beta-catenin:TCF transactivating complex
TCF dependent signaling in response to WNT	Deactivation of the beta-catenin transactivating complex
TCF dependent signaling in response to WNT	Negative regulation of TCF-dependent signaling by WNT ligand antagonists
TCF dependent signaling in response to WNT	Degradation of AXIN
TCF dependent signaling in response to WNT	Degradation of DVL
TCF dependent signaling in response to WNT	Disassembly of the destruction complex and recruitment of AXIN to the membrane
TCF dependent signaling in response to WNT	Regulation of FZD by ubiquitination
TCF dependent signaling in response to WNT	Negative regulation of TCF-dependent signaling by DVL-interacting proteins
Formation of the beta-catenin:TCF transactivating complex	Binding of TCF/LEF:CTNNB1 to target gene promoters
Metabolism of nitric oxide: NOS3 activation and regulation	eNOS activation
Metabolism of nitric oxide: NOS3 activation and regulation	NOSTRIN mediated eNOS trafficking
Metabolism of nitric oxide: NOS3 activation and regulation	NOSIP mediated eNOS trafficking
Assembly of collagen fibrils and other multimeric structures	Anchoring fibril formation
Assembly of collagen fibrils and other multimeric structures	Crosslinking of collagen fibrils
TCR signaling	Downstream TCR signaling
TCR signaling	Phosphorylation of CD3 and TCR zeta chains
TCR signaling	Translocation of ZAP-70 to Immunological synapse
TCR signaling	Generation of second messenger molecules
Cell surface interactions at the vascular wall	PECAM1 interactions
Cell surface interactions at the vascular wall	Basigin interactions
Cell surface interactions at the vascular wall	Tie2 Signaling
Fcgamma receptor (FCGR) dependent phagocytosis	FCGR activation
Fcgamma receptor (FCGR) dependent phagocytosis	Regulation of actin dynamics for phagocytic cup formation
Fcgamma receptor (FCGR) dependent phagocytosis	Role of phospholipids in phagocytosis
FGFR3 mutant receptor activation	Signaling by activated point mutants of FGFR3
FGFR3 mutant receptor activation	t(4;14) translocations of FGFR3
FGFR3 mutant receptor activation	Signaling by FGFR3 fusions in cancer
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	Linoleic acid (LA) metabolism
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	alpha-linolenic acid (ALA) metabolism
Cell death signalling via NRAGE, NRIF and NADE	NRAGE signals death through JNK
Cell death signalling via NRAGE, NRIF and NADE	NADE modulates death signalling
Cell death signalling via NRAGE, NRIF and NADE	NRIF signals cell death from the nucleus
Metabolism of amine-derived hormones	Catecholamine biosynthesis
Metabolism of amine-derived hormones	Serotonin and melatonin biosynthesis
Metabolism of amine-derived hormones	Thyroxine biosynthesis
Peptide hormone biosynthesis	Glycoprotein hormones
Thyroxine biosynthesis	Regulation of thyroid hormone activity
Regulation of gene expression in beta cells	AKT-mediated inactivation of FOXO1A
Gene Silencing by RNA	MicroRNA (miRNA) biogenesis
Gene Silencing by RNA	Small interfering RNA (siRNA) biogenesis
Gene Silencing by RNA	Post-transcriptional silencing by small RNAs
Gene Silencing by RNA	Transcriptional regulation by small RNAs
Gene Silencing by RNA	PIWI-interacting RNA (piRNA) biogenesis
Gene Silencing by RNA	tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis
Biological oxidations	Phase II - Conjugation of compounds
Biological oxidations	Phase I - Functionalization of compounds
Biological oxidations	Aflatoxin activation and detoxification
Cytochrome P450 - arranged by substrate type	Vitamins
Cytochrome P450 - arranged by substrate type	Fatty acids
Cytochrome P450 - arranged by substrate type	Miscellaneous substrates
Cytochrome P450 - arranged by substrate type	Endogenous sterols
Cytochrome P450 - arranged by substrate type	Eicosanoids
Cytochrome P450 - arranged by substrate type	Xenobiotics
Phase I - Functionalization of compounds	Amine Oxidase reactions
Phase I - Functionalization of compounds	COX reactions
Phase I - Functionalization of compounds	Cytochrome P450 - arranged by substrate type
Phase I - Functionalization of compounds	FMO oxidises nucleophiles
Phase I - Functionalization of compounds	Ethanol oxidation
Phase I - Functionalization of compounds	Aryl hydrocarbon receptor signalling
Endogenous sterols	Sterols are 12-hydroxylated by CYP8B1
Xenobiotics	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
Xenobiotics	CYP2E1 reactions
Epigenetic regulation of gene expression	PRC2 methylates histones and DNA
Epigenetic regulation of gene expression	TET1,2,3 and TDG demethylate DNA
Epigenetic regulation of gene expression	Positive epigenetic regulation of rRNA expression
Epigenetic regulation of gene expression	Negative epigenetic regulation of rRNA expression
Epigenetic regulation of gene expression	DNA methylation
Epigenetic regulation of gene expression	Regulation of endogenous retroelements
Epigenetic regulation of gene expression	Epigenetic regulation by WDR5-containing histone modifying complexes
Generic Transcription Pathway	YAP1- and WWTR1 (TAZ)-stimulated gene expression
Generic Transcription Pathway	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
Generic Transcription Pathway	Notch-HLH transcription pathway
Generic Transcription Pathway	Transcriptional Regulation by TP53
Generic Transcription Pathway	Nuclear Receptor transcription pathway
Generic Transcription Pathway	Transcriptional Regulation by VENTX
Generic Transcription Pathway	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
Generic Transcription Pathway	Transcriptional regulation by RUNX3
Generic Transcription Pathway	Transcriptional regulation by RUNX2
Generic Transcription Pathway	Transcriptional regulation by RUNX1
Generic Transcription Pathway	Transcriptional Regulation by E2F6
Generic Transcription Pathway	Transcriptional Regulation by MECP2
Generic Transcription Pathway	FOXO-mediated transcription
Generic Transcription Pathway	Transcriptional Regulation by NPAS4
Arachidonate metabolism	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
Arachidonate metabolism	Synthesis of 5-eicosatetraenoic acids
Arachidonate metabolism	Synthesis of Leukotrienes (LT) and Eoxins (EX)
Arachidonate metabolism	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
Arachidonate metabolism	Synthesis of 12-eicosatetraenoic acid derivatives
Arachidonate metabolism	Synthesis of 15-eicosatetraenoic acid derivatives
Arachidonate metabolism	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)
Arachidonate metabolism	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
Hyaluronan metabolism	Hyaluronan biosynthesis and export
Hyaluronan metabolism	Hyaluronan uptake and degradation
Abacavir ADME	Abacavir transmembrane transport
Abacavir ADME	Abacavir metabolism
DAP12 interactions	DAP12 signaling
Binding and Uptake of Ligands by Scavenger Receptors	Scavenging of heme from plasma
Binding and Uptake of Ligands by Scavenger Receptors	Scavenging by Class B Receptors
Binding and Uptake of Ligands by Scavenger Receptors	Scavenging by Class A Receptors
Binding and Uptake of Ligands by Scavenger Receptors	Scavenging by Class F Receptors
Binding and Uptake of Ligands by Scavenger Receptors	Scavenging by Class H Receptors
TGF-beta receptor signaling activates SMADs	Downregulation of TGF-beta receptor signaling
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Downregulation of SMAD2/3:SMAD4 transcriptional activity
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
Visual phototransduction	The retinoid cycle in cones (daylight vision)
Visual phototransduction	The canonical retinoid cycle in rods (twilight vision)
Visual phototransduction	The phototransduction cascade
Visual phototransduction	Retinoid metabolism and transport
Mucopolysaccharidoses	MPS IX - Natowicz syndrome
Mucopolysaccharidoses	MPS IIIB - Sanfilippo syndrome B
Mucopolysaccharidoses	MPS VI - Maroteaux-Lamy syndrome
Mucopolysaccharidoses	MPS IV - Morquio syndrome A
Mucopolysaccharidoses	MPS IIIC - Sanfilippo syndrome C
Mucopolysaccharidoses	MPS VII - Sly syndrome
Mucopolysaccharidoses	MPS II - Hunter syndrome
Mucopolysaccharidoses	MPS I - Hurler syndrome
Mucopolysaccharidoses	MPS IIID - Sanfilippo syndrome D
Mucopolysaccharidoses	MPS IIIA - Sanfilippo syndrome A
Mucopolysaccharidoses	MPS IV - Morquio syndrome B
PI3K/AKT Signaling in Cancer	Constitutive Signaling by Aberrant PI3K in Cancer
PI3K/AKT Signaling in Cancer	Constitutive Signaling by AKT1 E17K in Cancer
PI3K/AKT Signaling in Cancer	PTEN Loss of Function in Cancer
Cellular responses to stress	Cellular response to hypoxia
Cellular responses to stress	Cellular Senescence
Cellular responses to stress	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Cellular responses to stress	Cellular response to heat stress
Cellular responses to stress	Unfolded Protein Response (UPR)
Cellular responses to stress	Response of EIF2AK1 (HRI) to heme deficiency
Cellular responses to stress	Heme signaling
Cellular responses to stress	Cellular response to starvation
Cellular responses to stress	Cellular response to chemical stress
Cellular responses to stress	Cellular response to mitochondrial stress
Cellular responses to stress	Mitochondrial unfolded protein response (UPRmt)
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	IGF1R signaling cascade
Selenoamino acid metabolism	Formation of selenosugars for excretion
Selenoamino acid metabolism	Metabolism of ingested SeMet, Sec, MeSec into H2Se
Selenoamino acid metabolism	Metabolism of ingested H2SeO4 and H2SeO3 into H2Se
Selenoamino acid metabolism	Methylation of MeSeH for excretion
Selenoamino acid metabolism	Selenocysteine synthesis
Selenoamino acid metabolism	Metabolism of ingested MeSeO2H into MeSeH
IGF1R signaling cascade	IRS-related events triggered by IGF1R
IGF1R signaling cascade	SHC-related events triggered by IGF1R
IRS-related events triggered by IGF1R	IRS-mediated signalling
Retinoid cycle disease events	Biosynthesis of A2E, implicated in retinal degradation
Retinoid cycle disease events	Defective visual phototransduction due to OPN1MW loss of function
Retinoid cycle disease events	Defective visual phototransduction due to RDH5 loss of function
Retinoid cycle disease events	Defective visual phototransduction due to RDH12 loss of function
Retinoid cycle disease events	Defective visual phototransduction due to LRAT loss of function
Retinoid cycle disease events	Defective visual phototransduction due to OPN1SW loss of function
Retinoid cycle disease events	Defective visual phototransduction due to STRA6 loss of function
Retinoid cycle disease events	Defective visual phototransduction due to OPN1LW loss of function
Retinoid cycle disease events	Defective visual phototransduction due to ABCA4 loss of function
Fc epsilon receptor (FCERI) signaling	Role of LAT2/NTAL/LAB on calcium mobilization
Fc epsilon receptor (FCERI) signaling	FCERI mediated MAPK activation
Fc epsilon receptor (FCERI) signaling	FCERI mediated Ca+2 mobilization
Fc epsilon receptor (FCERI) signaling	FCERI mediated NF-kB activation
Diseases associated with visual transduction	Retinoid cycle disease events
Diseases associated with visual transduction	Retinoid metabolism disease events
The phototransduction cascade	Activation of the phototransduction cascade
The phototransduction cascade	Inactivation, recovery and regulation of the phototransduction cascade
Mitotic Metaphase and Anaphase	Mitotic Metaphase/Anaphase Transition
Mitotic Metaphase and Anaphase	Mitotic Anaphase
Cellular Senescence	Oxidative Stress Induced Senescence
Cellular Senescence	Senescence-Associated Secretory Phenotype (SASP)
Cellular Senescence	Oncogene Induced Senescence
Cellular Senescence	DNA Damage/Telomere Stress Induced Senescence
DNA Damage/Telomere Stress Induced Senescence	Formation of Senescence-Associated Heterochromatin Foci (SAHF)
Signaling by NOTCH1 PEST Domain Mutants in Cancer	Constitutive Signaling by NOTCH1 PEST Domain Mutants
Signaling by NOTCH1 in Cancer	Signaling by NOTCH1 PEST Domain Mutants in Cancer
Signaling by NOTCH1 in Cancer	FBXW7 Mutants and NOTCH1 in Cancer
Signaling by NOTCH1 in Cancer	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
Signaling by NOTCH1 in Cancer	Signaling by NOTCH1 HD Domain Mutants in Cancer
Signaling by NOTCH1 in Cancer	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
FBXW7 Mutants and NOTCH1 in Cancer	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
Stimuli-sensing channels	TRP channels
EPH-Ephrin signaling	EPHB-mediated forward signaling
EPH-Ephrin signaling	EPHA-mediated growth cone collapse
EPH-Ephrin signaling	Ephrin signaling
EPH-Ephrin signaling	EPH-ephrin mediated repulsion of cells
Signaling by NOTCH1 HD Domain Mutants in Cancer	Constitutive Signaling by NOTCH1 HD Domain Mutants
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
Peptide hormone metabolism	Metabolism of Angiotensinogen to Angiotensins
Peptide hormone metabolism	Peptide hormone biosynthesis
Peptide hormone metabolism	Insulin processing
Peptide hormone metabolism	Incretin synthesis, secretion, and inactivation
Peptide hormone metabolism	Synthesis, secretion, and deacylation of Ghrelin
Nuclear Envelope Breakdown	Activation of NIMA Kinases NEK9, NEK6, NEK7
Nuclear Envelope Breakdown	Nuclear Pore Complex (NPC) Disassembly
Nuclear Envelope Breakdown	Depolymerization of the Nuclear Lamina
SUMOylation	SUMO E3 ligases SUMOylate target proteins
SUMOylation	Processing and activation of SUMO
Nuclear Envelope (NE) Reassembly	Initiation of Nuclear Envelope (NE) Reformation
Nuclear Envelope (NE) Reassembly	Postmitotic nuclear pore complex (NPC) reformation
Nuclear Envelope (NE) Reassembly	Sealing of the nuclear envelope (NE) by ESCRT-III
Non-integrin membrane-ECM interactions	Syndecan interactions
Non-integrin membrane-ECM interactions	Formation of the dystrophin-glycoprotein complex (DGC)
SUMO E3 ligases SUMOylate target proteins	SUMOylation of DNA damage response and repair proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of transcription factors
SUMO E3 ligases SUMOylate target proteins	SUMOylation of ubiquitinylation proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of transcription cofactors
SUMO E3 ligases SUMOylate target proteins	SUMOylation of SUMOylation proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of intracellular receptors
SUMO E3 ligases SUMOylate target proteins	SUMOylation of chromatin organization proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of RNA binding proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of DNA replication proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of DNA methylation proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of immune response proteins
SUMO E3 ligases SUMOylate target proteins	SUMOylation of nuclear envelope proteins
Regulation of innate immune responses to cytosolic DNA	Regulation by TREX1
Processing and activation of SUMO	SUMO is conjugated to E1 (UBA2:SAE1)
Processing and activation of SUMO	SUMO is transferred from E1 to E2 (UBE2I, UBC9)
Processing and activation of SUMO	SUMO is proteolytically processed
Glycogen storage diseases	Glycogen storage disease type Ib (SLC37A4)
Glycogen storage diseases	Glycogen storage disease type Ia (G6PC)
Glycogen storage diseases	Severe congenital neutropenia type 4 (G6PC3)
Glycogen storage diseases	Myoclonic epilepsy of Lafora
Glycogen storage diseases	Glycogen storage disease type XV (GYG1)
Glycogen storage diseases	Glycogen storage disease type 0 (muscle GYS1)
Glycogen storage diseases	Glycogen storage disease type 0 (liver GYS2)
Glycogen storage diseases	Glycogen storage disease type IV (GBE1)
Glycogen storage diseases	Glycogen storage disease type II (GAA)
Chromatin modifying enzymes	HDACs deacetylate histones
Chromatin modifying enzymes	PKMTs methylate histone lysines
Chromatin modifying enzymes	HDMs demethylate histones
Chromatin modifying enzymes	HATs acetylate histones
Chromatin modifying enzymes	RMTs methylate histone arginines
Defects in cobalamin (B12) metabolism	Defective TCN2 causes TCN2 deficiency
Defects in cobalamin (B12) metabolism	Defective CBLIF causes IFD
Defects in cobalamin (B12) metabolism	Defective AMN causes MGA1
Defects in cobalamin (B12) metabolism	Defective CUBN causes MGA1
Defects in cobalamin (B12) metabolism	Defective MTRR causes HMAE
Defects in cobalamin (B12) metabolism	Defective MTR causes HMAG
Defects in cobalamin (B12) metabolism	Defective MMAB causes MMA, cblB type
Defects in cobalamin (B12) metabolism	Defective MMADHC causes MMAHCD
Defects in cobalamin (B12) metabolism	Defective MMACHC causes MAHCC
Defects in cobalamin (B12) metabolism	Defective MMAA causes MMA, cblA type
Defects in cobalamin (B12) metabolism	Defective CD320 causes MMATC
Defects in cobalamin (B12) metabolism	Defective ABCD4 causes MAHCJ
Defects in vitamin and cofactor metabolism	Defects in cobalamin (B12) metabolism
Defects in vitamin and cofactor metabolism	Defects in biotin (Btn) metabolism
Loss of Function of SMAD4 in Cancer	SMAD4 MH2 Domain Mutants in Cancer
Loss of Function of SMAD2/3 in Cancer	SMAD2/3 Phosphorylation Motif Mutants in Cancer
Loss of Function of SMAD2/3 in Cancer	SMAD2/3 MH2 Domain Mutants in Cancer
Signaling by TGF-beta Receptor Complex in Cancer	Loss of Function of SMAD4 in Cancer
Signaling by TGF-beta Receptor Complex in Cancer	Loss of Function of SMAD2/3 in Cancer
Signaling by TGF-beta Receptor Complex in Cancer	Loss of Function of TGFBR2 in Cancer
Signaling by TGF-beta Receptor Complex in Cancer	Loss of Function of TGFBR1 in Cancer
Defects in biotin (Btn) metabolism	Defective BTD causes biotidinase deficiency
Defects in biotin (Btn) metabolism	Defective HLCS causes multiple carboxylase deficiency
Cellular response to heat stress	Regulation of HSF1-mediated heat shock response
Cellular response to heat stress	HSF1 activation
Cellular response to heat stress	HSF1-dependent transactivation
HSF1-dependent transactivation	Attenuation phase
Metabolism of polyamines	Regulation of ornithine decarboxylase (ODC)
Metabolism of polyamines	Agmatine biosynthesis
Metabolism of polyamines	Interconversion of polyamines
Integrin signaling	GRB2:SOS provides linkage to MAPK signaling for Integrins 
Integrin signaling	p130Cas linkage to MAPK signaling for integrins
Diseases associated with glycosaminoglycan metabolism	Defective B4GALT7 causes EDS, progeroid type
Diseases associated with glycosaminoglycan metabolism	Defective SLC26A2 causes chondrodysplasias
Diseases associated with glycosaminoglycan metabolism	Defective PAPSS2 causes SEMD-PA
Diseases associated with glycosaminoglycan metabolism	Defective B3GAT3 causes JDSSDHD
Diseases associated with glycosaminoglycan metabolism	Defective CHST3 causes SEDCJD
Diseases associated with glycosaminoglycan metabolism	Defective CHST14 causes EDS, musculocontractural type
Diseases associated with glycosaminoglycan metabolism	Defective CHSY1 causes TPBS
Diseases associated with glycosaminoglycan metabolism	Defective CHST6 causes MCDC1
Diseases associated with glycosaminoglycan metabolism	Defective HEXA causes GM2G1
Diseases associated with glycosaminoglycan metabolism	Defective EXT2 causes exostoses 2
Diseases associated with glycosaminoglycan metabolism	Defective ST3GAL3 causes MCT12 and EIEE15
Diseases associated with glycosaminoglycan metabolism	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)
Diseases associated with glycosaminoglycan metabolism	Defective HEXB causes GM2G2
Diseases associated with glycosaminoglycan metabolism	Defective EXT1 causes exostoses 1, TRPS2 and CHDS
Diseases associated with glycosaminoglycan metabolism	Defective B3GALT6 causes EDSP2 and SEMDJL1
Loss of Function of TGFBR2 in Cancer	TGFBR2 MSI Frameshift Mutants in Cancer
Loss of Function of TGFBR2 in Cancer	TGFBR2 Kinase Domain Mutants in Cancer
Loss of Function of TGFBR1 in Cancer	TGFBR1 KD Mutants in Cancer
Loss of Function of TGFBR1 in Cancer	TGFBR1 LBD Mutants in Cancer
Transcriptional Regulation by TP53	TP53 Regulates Metabolic Genes
Transcriptional Regulation by TP53	Regulation of TP53 Activity
Transcriptional Regulation by TP53	TP53 Regulates Transcription of Cell Death Genes
Transcriptional Regulation by TP53	TP53 Regulates Transcription of Cell Cycle Genes
Transcriptional Regulation by TP53	TP53 Regulates Transcription of DNA Repair Genes
Signaling by GPCR	GPCR downstream signalling
Signaling by GPCR	GPCR ligand binding
Class A/1 (Rhodopsin-like receptors)	Hydroxycarboxylic acid-binding receptors
Class A/1 (Rhodopsin-like receptors)	Peptide ligand-binding receptors
Class A/1 (Rhodopsin-like receptors)	Amine ligand-binding receptors
Class A/1 (Rhodopsin-like receptors)	Hormone ligand-binding receptors
Class A/1 (Rhodopsin-like receptors)	Eicosanoid ligand-binding receptors
Class A/1 (Rhodopsin-like receptors)	Nucleotide-like (purinergic) receptors
Class A/1 (Rhodopsin-like receptors)	Lysosphingolipid and LPA receptors
Class A/1 (Rhodopsin-like receptors)	Opsins
Class A/1 (Rhodopsin-like receptors)	Free fatty acid receptors
Class B/2 (Secretin family receptors)	Calcitonin-like ligand receptors
Class B/2 (Secretin family receptors)	Glucagon-type ligand receptors
Netrin-1 signaling	DSCAM interactions
Netrin-1 signaling	DCC mediated attractive signaling
Netrin-1 signaling	Netrin mediated repulsion signals
Netrin-1 signaling	Role of second messengers in netrin-1 signaling
Semaphorin interactions	Sema3A PAK dependent Axon repulsion
Semaphorin interactions	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
Semaphorin interactions	CRMPs in Sema3A signaling
Semaphorin interactions	Sema4D in semaphorin signaling
Semaphorin interactions	Other semaphorin interactions
L1CAM interactions	Recycling pathway of L1
L1CAM interactions	Interaction between L1 and Ankyrins
L1CAM interactions	Signal transduction by L1
L1CAM interactions	NrCAM interactions
L1CAM interactions	CHL1 interactions
L1CAM interactions	Neurofascin interactions
NCAM signaling for neurite out-growth	NCAM1 interactions
Peptide ligand-binding receptors	Tachykinin receptors bind tachykinins
Peptide ligand-binding receptors	Chemokine receptors bind chemokines
Peptide ligand-binding receptors	Vasopressin-like receptors
Peptide ligand-binding receptors	Orexin and neuropeptides FF and QRFP bind to their respective receptors
Peptide ligand-binding receptors	Formyl peptide receptors bind formyl peptides and many other ligands
Peptide ligand-binding receptors	Relaxin receptors
Amine ligand-binding receptors	Muscarinic acetylcholine receptors
Amine ligand-binding receptors	Histamine receptors
Amine ligand-binding receptors	Dopamine receptors
Amine ligand-binding receptors	Serotonin receptors
Amine ligand-binding receptors	Adrenoceptors
Signaling by ROBO receptors	Activation of RAC1
Signaling by ROBO receptors	Regulation of commissural axon pathfinding by SLIT and ROBO
Signaling by ROBO receptors	Inactivation of CDC42 and RAC1
Signaling by ROBO receptors	Role of ABL in ROBO-SLIT signaling
Signaling by ROBO receptors	SLIT2:ROBO1 increases RHOA activity
Signaling by ROBO receptors	Regulation of cortical dendrite branching
Signaling by ROBO receptors	Regulation of expression of SLITs and ROBOs
Signaling by ROBO receptors	ROBO receptors bind AKAP5
Diseases associated with N-glycosylation of proteins	Defective NEU1 causes sialidosis
Diseases associated with N-glycosylation of proteins	Defective ALG2 causes CDG-1i
Diseases associated with N-glycosylation of proteins	Defective DPAGT1 causes CDG-1j, CMSTA2
Diseases associated with N-glycosylation of proteins	Defective ALG1 causes CDG-1k
Diseases associated with N-glycosylation of proteins	Defective ALG11 causes CDG-1p
Diseases associated with N-glycosylation of proteins	Defective RFT1 causes CDG-1n
Diseases associated with N-glycosylation of proteins	Defective MPDU1 causes CDG-1f
Diseases associated with N-glycosylation of proteins	Defective ALG9 causes CDG-1l
Diseases associated with N-glycosylation of proteins	Defective ALG3 causes CDG-1d
Diseases associated with N-glycosylation of proteins	Defective ALG12 causes CDG-1g
Diseases associated with N-glycosylation of proteins	Defective ALG6 causes CDG-1c
Diseases associated with N-glycosylation of proteins	Defective ALG8 causes CDG-1h
Diseases associated with N-glycosylation of proteins	Defective MAN1B1 causes MRT15
Diseases associated with N-glycosylation of proteins	Defective MGAT2 causes CDG-2a
Diseases associated with N-glycosylation of proteins	Defective B4GALT1 causes CDG-2d
Diseases associated with N-glycosylation of proteins	Defective MOGS causes CDG-2b
Diseases associated with N-glycosylation of proteins	Defective ALG14 causes ALG14-CMS
Diseases of glycosylation	Diseases associated with glycosaminoglycan metabolism
Diseases of glycosylation	Diseases associated with N-glycosylation of proteins
Diseases of glycosylation	Diseases associated with O-glycosylation of proteins
Diseases of glycosylation	Diseases associated with glycosylation precursor biosynthesis
Dopamine clearance from the synaptic cleft	Enzymatic degradation of dopamine by COMT
Dopamine clearance from the synaptic cleft	Enzymatic degradation of Dopamine by monoamine oxidase
tRNA Aminoacylation	Cytosolic tRNA aminoacylation
tRNA Aminoacylation	Mitochondrial tRNA aminoacylation
Loss of proteins required for interphase microtubule organization from the centrosome	Loss of Nlp from mitotic centrosomes
Centrosome maturation	Recruitment of mitotic centrosome proteins and complexes
Centrosome maturation	Loss of proteins required for interphase microtubule organization from the centrosome
Serotonin clearance from the synaptic cleft	Metabolism of serotonin
ATF6 (ATF6-alpha) activates chaperones	ATF6 (ATF6-alpha) activates chaperone genes
PERK regulates gene expression	ATF4 activates genes in response to endoplasmic reticulum  stress
IRE1alpha activates chaperones	XBP1(S) activates chaperone genes
Unfolded Protein Response (UPR)	ATF6 (ATF6-alpha) activates chaperones
Unfolded Protein Response (UPR)	PERK regulates gene expression
Unfolded Protein Response (UPR)	IRE1alpha activates chaperones
Unfolded Protein Response (UPR)	ATF6B (ATF6-beta) activates chaperones
Unfolded Protein Response (UPR)	CREB3 factors activate genes
Olfactory Signaling Pathway	Expression and translocation of olfactory receptors
Transport of small molecules	O2/CO2 exchange in erythrocytes
Transport of small molecules	Plasma lipoprotein assembly, remodeling, and clearance
Transport of small molecules	ABC-family proteins mediated transport
Transport of small molecules	SLC-mediated transmembrane transport
Transport of small molecules	Aquaporin-mediated transport
Transport of small molecules	Miscellaneous transport and binding events
Transport of small molecules	Mitochondrial calcium ion transport
Transport of small molecules	Intracellular oxygen transport
Transport of small molecules	Iron uptake and transport
Transport of small molecules	Ion channel transport
